CommunityName;BeachName;BeachCountrycode;BeachRegionalSea;BeachLength_m;BeachLocation;BeachType;EventDate;EventType;NatRef;lon_x1;lat_y1;lon_x2;lat_y2;;G1;G3;G4;G5;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G40;G41;G42;G43;G44;G45;G46;G47;G49;G50;G52;G53;G54;G56;G57;G58;G59;G60;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G76;G77;G79;G80;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G95;G96;G97;G98;G99;G100;G101;G102;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G137;G138;G139;G140;G141;G142;G143;G144;G145;G147;G148;G150;G151;G152;G153;G154;G155;G156;G158;G159;G160;G161;G162;G163;G164;G165;G166;G167;G171;G172;G174;G175;G176;G177;G178;G179;G180;G181;G182;G184;G186;G187;G188;G189;G190;G191;G193;G194;G195;G198;G199;G200;G201;G202;G203;G204;G205;G206;G207;G208;G210;G211;G213;CLASSE
Legambiente Onlus;Spiaggia a Marina di Stabia Castellammare di Stabia (NA);IT;Mediterranean Sea;100;;;20160514;Cleanup;;14.475.910.000.276.100;40.717.129.999.791.000;14.476.910.000.358.800;40.717.129.999.791.000;;10;70;30;;65;85;120;;;30;;20;5;15;20;7;3;300;;;;;20;;12;;25;;;40;;;6;15;;;4;15;;8;;25;;;;;;;;;;;6;;;;;;;40;15;7;;20;3;;;;;;;;;;;;;;;;;;;;;15;;;;;;3;;;;;;;;;;;;;;;;;;;;15;;;;;;;;7;;;;;;;;4;12;70;;;;20;;;;;;3;15;;;;;;;;;30;;;;;;;;;;;;;POLUIDO
Legambiente Onlus;Spiaggia a San Cataldo Trappeto (PA);IT;Mediterranean Sea;100;;;20160507;Monitoring;;13.064.239.999.989.900;38.079.090.000.321.600;13.065.240.000.072.600;38.079.090.000.321.600;;;25;;3;10;44;28;5;;11;;3;;;3;;1;273;;;;;10;;5;1;22;;11;27;20;;;1;;;;;;;;;19;2;;9;1;;;;;;;2;;1;3;;;;;4;;2;157;13;;;;;;;;;;;;;;;163;1;3;;3;8;;;1;3;;;3;;;;;;10;1;4;;;;;;;;1;1;4;;1;;;;;1;;1;;2;;;;;;;;;3;;4;;;2;;;;;;;;;;;;;;4;8;;;;;;;;;;;;POLUIDO
Legambiente Onlus;Spiaggia Agnone Cilento Montecorice (SA);IT;Mediterranean Sea;100;;;20160514;Cleanup;;1.499.333.000.004.030;4.021.738.000.002.670;1.499.433.000.012.300;4.021.738.000.002.670;;;;2;;;;;3;;;;1;;;;;;14;;;;;3;;;1;2;;;2;;;;;;;;;;;;;;;;;22;;;1;;1;1;;;;;;;;;1;;38;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;19;63;;6;;;1;;;;;;;1;1;;;;;;;1;;;;;;;;;;;;;;;;1;6;;;17;;;;;;;;;;POLUIDO
Legambiente Onlus;Spiaggia al Piano di Velia Ascea (SA);IT;Mediterranean Sea;100;;;20160514;Monitoring;;15.152.850.000.297.700;4.015.430.999.974.620;15.153.850.000.380.400;4.015.430.999.974.620;;;;;;2;;;;;2;3;;;;;;;13;;;;;;2;;;4;;;4;1;;;;;;;1;;;;;1;;;;4;;;;;2;;;;;;;;;;1;;6;;2;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;5;6;;2;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;3;;;5;;4;;;;;;;;POLUIDO
Legambiente Onlus;Spiaggia alla foce del fiume Tenna;IT;Mediterranean Sea;101;Near river mouth;Other (mixed);20161013;Monitoring;Italy;13.776.849.746.357.800;4.323.546.218.899.900;1.377.635.000.009.060;4.323.628.999.979.120;;;11;;;14;20;9;;1;2;;;;;;1;;4;;1;;;;;;1;;;;3;1;;;;1;;2;;;;;;;2;10;;;;;;;;;1;;3;;;;;37;17;;;;6;20;;1;;;;;;;;;;;;;;;;1;;;;1;;;;1;3;1;;;;8;;;;;;1;;;5;;;;2;3;;2;;;;;;;;;;;;;;;;;5;;1;;;;;;;;;;;3;1;;;8;;1;;;;3;;;;;;;;POLUIDO
Legambiente Onlus;Spiaggia Cantone Barcellona Pozzo di Gotto (ME);IT;Mediterranean Sea;100;;;20160513;Monitoring;;1.517.210.000.031.770;3.815.229.999.997.560;1.517.310.000.040.040;3.815.229.999.997.560;;1;8;;;73;5;5;;;;9;2;4;8;1;1;3;6;;;;;1;121;;;;;;;;;2;1;;;;1;;;;;1;;;;1;;;2;;;;2;;4;1;3;;;4;11;;;12;28;;;;;;;;;;;;;;;;;1;;;1;;;5;;;1;11;;;;;;5;;1;;;1;;;;1;;;1;1;3;;;;;;2;1;;2;;;;;;5;4;5;4;1;;;;1;;;;2;2;;;2;;;;;18;1;38;;;;11;;;;;1;;;POLUIDO
Legambiente Onlus;Spiaggia del Pezzolo a Marina di Seiano Vico Equense (NA);IT;Mediterranean Sea;100;;;20160513;Cleanup;;14.420.090.000.061.300;40.661.030.000.080.900;14.421.090.000.144.000;40.661.030.000.080.900;;;6;2;;6;8;;2;;;1;;;1;;;;20;;;;;1;;;1;30;;;6;17;;;;;;;;;;;;;1;;;60;;;;;47;;;;;;;;1;4;;;138;1;;;;;;;;;;;;;;;;;;1;;;;;;3;;;;2;;;;;;;;;;;;;;;;;2;;2;83;;1;;;1;;;;;;;;1;;2;;1;;;1;2;;;;3;;;;;;6;19;;;;2;40;;;101;;1;;;;;;;;POLUIDO
Legambiente Onlus;Spiaggia del Vascello dOro Comacchio (FE);IT;Mediterranean Sea;100;;;20160505;Cleanup;;12.240.539.999.688.300;447.061.299.999.806;12.241.539.999.771.000;447.061.299.999.806;;;4;10;2;8;12;8;2;;;;;;;;;;22;;;;;;;;;4;;;2;14;;;;2;;;;;24;;;14;2;;;;;;;;;;;;2;;;;;2;;;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;2;;2;;;;;;;2;;4;;;;;;;;;;;;;;;;4;2;;;;;2;;;;;;;;;;;;;;;;4;;;;;;;;;;;4;;POLUIDO
Legambiente Onlus;Spiaggia di Capocotta Ostia (RM);IT;Mediterranean Sea;100;;;20160513;Cleanup;;12.398.790.000.424.600;4.166.856.000.003.980;12.399.789.999.608.900;4.166.856.000.003.980;;;21;4;;15;6;1;10;;5;3;;;;;1;;52;;;;;1;;3;;11;;4;8;12;;;1;1;;;1;;;;;4;;;;;3;;;;1;2;;;;4;;;;2;4;;40;41;20;;;;;;;;;;;;;;;6;;7;;2;1;;;3;;;1;3;;;;;181;2;;4;;;;;;;2;1;7;;5;41;;14;;;;1;;;1;;;;3;;;;6;;;3;3;;;;3;;;;;;;1;;;;;8;1;;;;5;;;;;;;;POLUIDO
Legambiente Onlus;Spiaggia di Levante Terracina (LT);IT;Mediterranean Sea;100;;;20160430;Monitoring;;13.258.209.999.727.900;4.128.613.000.018.220;13.259.209.999.810.600;4.128.613.000.018.220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;7;;;;;3;;;LIMPO
Legambiente Onlus;Spiaggia di Mappatello Torre Annunziata (NA);IT;Mediterranean Sea;100;;;20160507;Monitoring;;14.442.439.999.888.500;4.075.272.999.982.150;14.443.439.999.971.200;4.075.272.999.982.150;;;;;3;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;10;;;;;;;5;;;;;50;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LIMPO
Legambiente Onlus;Spiaggia di Marina di Montemarciano Ancona (AN);IT;Mediterranean Sea;100;;;20160505;Monitoring;;13.302.130.000.306.000;4.367.124.999.993.750;13.303.130.000.388.700;4.367.124.999.993.750;;;1;23;;16;;;1;;1;12;;;;;13;;33;;;;;2;64;3;;4;;1;4;18;;;;;;;;;23;;;4;6;;;;;;;;;;;;;5;;;;;4;;11;120;;;;;;;;;;;;;;;;;;1;;;8;;;14;;;;;;;;;;6;1;;;;;;;;3;;2;;5;4;;;;;1;;;;;;;;;;;;3;1;;;5;;;;;;;;;;;;;;;2;;25;;1;;;;;;;1;;;POLUIDO
Legambiente Onlus;Spiaggia di Mercatello Salerno (SA);IT;Mediterranean Sea;100;;;20160513;Cleanup;;14.799.360.000.302.300;4.065.880.999.977.490;1.480.036.000.038.500;4.065.880.999.977.490;;;2;4;1;5;19;1;13;;;1;;;;;;1;27;;;;;13;30;6;;18;;2;18;5;;;;1;;;;;;;;;;;;50;;;;;1;;;;;;1;;;;10;;66;7;12;;;;;;;;;;;;;;;13;;2;;4;32;;;3;1;;;9;;;;;2;2;;2;;1;;;;;1;;;;25;340;;23;;;3;;;;;;;;60;;75;1;2;;;2;3;;;;;;;;;;;;;;;;59;;;;;3;;;;;3;;;POLUIDO
Legambiente Onlus;Spiaggia di Pioppi Salerno (SA);IT;Mediterranean Sea;100;;;20160514;Cleanup;;15.089.830.000.385.600;4.017.385.999.974.700;15.090.829.999.570.000;4.017.385.999.974.700;;;;;2;7;;1;;;;;;;;;;;7;;;;;;;;;1;;;5;2;;;;;;;;;;;;;;;;;;;;;;;;;3;;5;;;;;;53;2;;;;;;;;;;;;;;;;;;;;3;;;;;;;;4;;;;;;;5;1;;;;;;;;;;;1;63;;9;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;LIMPO
Legambiente Onlus;Spiaggia di Punta delle Formiche Pachino (SR);IT;Mediterranean Sea;100;;;20160501;Monitoring;;15.055.260.000.356.200;36.667.319.999.943.900;15.056.260.000.438.900;36.667.319.999.943.900;;13;22;;;2;3;2;;;1;;1;;3;;9;;26;;;;;;67;;;7;;;3;7;;;2;;;;;;;;;;5;;2;;;;2;8;;;1;;3;27;5;;;6;1;;;4;;;;;;;;;;;;;;;;8;2;;;;;;;;;;;1;;;;;;;3;1;;;;;;;;;;;3;2;;;;;;3;1;1;3;;;2;;;;1;3;6;2;1;17;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;POLUIDO
Legambiente Onlus;Spiaggia di Steccato di Cutro Crotone (KR);IT;Mediterranean Sea;100;;;20160514;Cleanup;;16.916.530.000.097.600;38.932.379.999.718.300;16.917.530.000.180.300;38.932.379.999.718.300;;;5;;;;;3;;;;;2;;;;;;15;;;;;1;;;;2;;;9;;;;2;;;;;;;;;;;;;;;;;;;1;;;;;;;;2;3;;;6;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;2;;;;;;;;;;;;1;10;;;;;;;;;;;;LIMPO
Legambiente Onlus;Spiaggia di Trentova Agropoli (SA);IT;Mediterranean Sea;100;;;20160515;Cleanup;;14.971.119.999.955.100;4.034.197.999.984.120;14.972.120.000.037.800;4.034.197.999.984.120;;;;;2;;;2;;;;;1;;;;;;56;;;;;9;;;;;;;19;;;;;;;;;;;;;;2;;;;;;;;;;;;;;9;;;1;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;31;312;;;;;;;;;;;;;;;;;;;;;17;;;;;;;;;;;;;;;;2;;;48;;;;;;;;;;LIMPO
Legambiente Onlus;Spiaggia di Voltri;IT;Mediterranean Sea;105;Near river mouth;Pebbels;20161126;Monitoring;;8.742.796.999.560.170;4.442.684.700.004.430;874.409.000.044.416;4.442.703.200.014.450;;;;;;73;;2;10;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;9;;38;3;;;22;177;;;;;;;;;;56;;;;3;;;;;1;3;;3;1;;;1;1;;;;;;9;10;7;;;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;31;4;;;;;1;;;;;1;;;1;7;14;;12;10;;;;;;;;;;;;;POLUIDO
Legambiente Onlus;Spiaggia Giannella Orbetello (GR);IT;Mediterranean Sea;100;;;20160513;Monitoring;;11.182.340.000.204.300;4.245.951.000.006.880;11.183.340.000.287.000;4.245.951.000.006.880;;;2;5;;1;3;1;1;;;1;;;;;;;62;;;;;2;2;1;;;;;;3;;;;;;;;;;;;5;2;;4;;1;;;;4;;1;;;;;;;3;2;;;136;6;;;;;;;;;;;;;;;56;1;2;;1;2;;;1;;;;;;;;;;9;;;;;;;;;1;;;;;1;;;;;1;2;1;;;;;;;;4;;;1;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;POLUIDO
Legambiente Onlus;Spiaggia in localit? Magazzeno Pontecagnano (SA);IT;Mediterranean Sea;100;;;20160507;Cleanup;;14.857.270.000.196.000;4.060.934.999.982.550;14.858.270.000.278.700;4.060.934.999.982.550;;;12;3;;127;68;39;6;;9;11;2;;1;1;4;;58;;;;;3;;;2;15;;4;71;10;;;;1;;;;;1;;;;;;;411;4;;1;;;2;;;;1;;1;2;17;120;;224;;21;;;;;;;;;;;;;;;4;;2;;;2;;;;;;;3;;;;;;;2;8;;1;;;;1;;;20;;15;98;;17;;;10;1;4;;;;;1;48;;;17;18;;;7;34;;;;;;;;;;;;;;;;76;;;7;;;;;;;;3;;POLUIDO
Legambiente Onlus;Spiaggia libera a Battipaglia (SA);IT;Mediterranean Sea;100;;;20160507;Cleanup;;14.896.029.999.628.700;40.563.029.999.709.900;14.897.029.999.711.400;40.563.029.999.709.900;;;2;1;;8;11;5;;;1;1;1;;5;;4;;56;;;;;2;;3;;;;;7;35;;;;;;;7;;;;;;;;;120;2;;;;;;;;;2;;;1;;1;;202;44;2;;;;;;;;;;;;;;;;;3;;;;;;;;;1;;;;;;;;;;;1;;;;;1;;;;;42;;;;;;;;;;;;;;;1;;1;;;;2;;;;1;;;;;;;;;;;;2;;;1;;;;;;;;;;POLUIDO
Legambiente Onlus;Spiaggia libera in localit? Bagnara Castel Volturno (CS);IT;Mediterranean Sea;100;;;20160512;Cleanup;;13.914.990.000.058.400;41.049.160.000.148.400;13.915.990.000.141.100;41.049.160.000.148.400;;;2;;;12;28;21;;;2;;1;;5;;;;3;;;;;2;;;;;;;4;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;1;;4;;;5;4;;;;;;;;;;;;;;;1;;;;2;1;;;5;;;;;;;;;;;;1;;1;;;;;;;;;4;;;;;;;;;;;;;;;;;3;5;2;;;;;;;;;;4;;;;;;;;;6;;;2;;1;;;;;;;;POLUIDO
Legambiente Onlus;Spiaggia Marzocca Senigallia (AN);IT;Mediterranean Sea;100;;;20160516;Monitoring;;1.328.975.000.027.030;43.677.370.000.015.100;13.290.750.000.353.000;43.677.370.000.015.100;;2;;17;10;11;;7;1;;2;7;;1;;1;;;103;;;;;3;35;2;;16;;3;57;28;;;2;;;;;;27;;;7;3;;;;7;;;;;;;;;;2;;;5;1;;14;52;;;;;;;;;;;;;;;;37;;;;;10;;;98;6;;;1;;;;;2;4;;3;;;;;;;;6;3;;;8;;;;;38;;;;1;;;;;;;;;;7;5;60;;2;;;;;;;;;;;;;1;;8;;;;1;;;;;;3;;POLUIDO
Legambiente Onlus;Spiaggia Olivella Santa Flavia (PA);IT;Mediterranean Sea;100;;;20160508;Monitoring;;13.536.919.999.916.600;38.082.929.999.954.800;13.537.919.999.999.300;38.082.929.999.954.800;;;10;;5;;;20;5;;10;10;4;;2;;;10;200;;;;;;;;;20;;;100;100;;;;;;;;;30;;5;10;5;;10;;5;;;5;;;1;;;;6;;;;10;;;20;20;;;;;;;;;;;;;;;;;;;;;;;30;5;;;10;;;;;;20;40;10;;;10;;;;3;;;;10;5;;;;;1000;;;;;;;10;;;;10;10;30;20;;10;;;;;;5;;;;1;;;;;20;20;50;;;;100;;;;;;;;POLUIDO
Surfrider Foundation Europe;Spiaggia Pane e Pomodoro 70126 Bari Italie;IT;Mediterranean Sea;102;Urban;Sandy;20161016;Cleanup;;1.689.053.597.533.710;41.118.716.900.403.800;16.891.683.796.793.100;41.118.426.252.857.000;;;7;;;7;2;;2;1;2;;;;;;;;8;;;;2;2;3258;;;5;7;1;3;8;18;;;;;;;;;;;;11;2;;;18;;;;;;;;;;;;;1;;;3;;;15;;28;;;;;;;;;;;;44;;;;;14;;;;;;;;;;;;;;;;;;;;;1;7;;;;;;;;;;;2;;;;;;11;;;;;;3;;2;14;;;;;;;;;;;;;;;;;9;;;;;;;;15;;1;;POLUIDO
Legambiente Onlus;Spiaggia presso Laguna del Mort Eraclea (VE);IT;Mediterranean Sea;100;;;20160514;Monitoring;;1.273.452.000.002.910;45.531.189.999.859.600;1.273.552.000.011.180;45.531.189.999.859.600;;;12;;;36;;15;2;;6;3;2;;;;2;1;25;;;;;2;15;;;3;;7;;;;;;2;;;;;;16;;1;;;4;;1;;3;;;;1;;;;;;;;11;;;;127;;;;;;;;;;;;;;;;2;;;1;6;;;7;3;;;;;;;;1;1;2;;;;;;;;;;;;;2;;;;;;;;;;;;1;;;;;4;9;;;2;;;;1;;;;;;;15;;;;;;4;;;;5;;;;;3;;;POLUIDO
Legambiente Onlus;Spiaggia sul Lungomare Falcomat Reggio Calabria (RC);IT;Mediterranean Sea;100;;;20160514;Cleanup;;15.642.479.999.605.000;3.810.975.000.019.970;15.643.479.999.687.700;3.810.975.000.019.970;;;;15;;33;28;6;5;;4;;3;1;;1;;;117;;;;;4;2;4;;;;;;10;;;;;;;;;;;;;;;;2116;;;;1;61;;;;;;;;;;;;258;;;;;;;;;;;;;;;;;;2;2;;12;8;;;2;;;;;;;;;103;22;;5;;5;;;;2;;;10;;;348;;21;;;1;;;;;;;1;21;;15;1;16;2;;1;1;;;;;;;;;;;15;;;;1;54;;;22;;;;;;;1;;;POLUIDO
Legambiente Onlus;Spiaggia sul Mar Piccolo Taranto (TA);IT;Mediterranean Sea;100;;;20160512;Monitoring;;17.302.149.999.740.900;4.046.946.000.008.450;17.303.149.999.823.600;4.046.946.000.008.450;;;;;;30;50;75;;;;25;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;130;87;;;45;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;LIMPO
gBqsPxAZ;Torvaianica Beach;IT;Mediterranean Sea;209;Near river mouth;Sandy;20160430;Cleanup;;12.424.735.184.681.300;4.164.991.283.760.740;12.422.827.922.094.300;4.165.112.350.646.860;;;1;4;;17;10;;6;;;;;;;;;;31;;;;;;36;;;4;;;;11;13;;;;;;;;15;;;;5;;16;;;;;;;;;;;;;;;;;;4;37;;;;30;;;;;;;;;;;;43;;;;;;;;42;;;;;;;;;;;;;;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;;;;LIMPO
Surfrider Foundation Europe;Viale Matelda Lido di Dante 48124 Lido di Dante Italie;IT;Mediterranean Sea;79;;;20160320;Cleanup;;12.319.000.000.158.600;44.385.900.000.192.700;12.320.000.000.241.300;44.385.900.000.192.700;;;200;;;40;80;;30;;;;;;;;;;120;;;;;30;200;;;40;10;5;80;70;40;;;;;;;;;;;;30;;;;;;;10;;;;;;;;;;20;20;;;;;100;;200;;;;;;;;;;;;250;;;;;50;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LIMPO
Surfrider Foundation Europe;Blakenberg beach;NL;North-east Atlantic Ocean;91;Urban;Sandy;20160812;Cleanup;;4.352.044.366.603.150;5.216.754.400.553.660;4.352.690.664.025.900;5.216.826.574.530.530;;6;6;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LIMPO
Surfrider Foundation Europe;Blankenberg beach;NL;North-east Atlantic Ocean;92;Urban;Sandy;20160812;Cleanup;;4.172.742.817.900.750;5.203.724.302.012.990;41.733.818.793.938.700;5.203.797.482.446.410;;6;8;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LIMPO
Portuguese Association for Marine Litter - APLM;Cruz Quebrada;PT;North-east Atlantic Ocean;133;Urban;Sandy;20160917;Monitoring;;-9.251.088.475.713.960;38.699.502.692.272.900;-9.252.579.785.086.790;38.699.703.653.734.900;;;24;2;;;6;1;20;2;;;;;;;;;107;;23;15;12;8;1555;8;3;75;17;6;21;1;15;;16;;2;;;;;;;4;16;;2;;;;;15;1;2;;;;;;12;;2;1;;16;587;;587;1;144;6;;;;;;;;4;;6;910;;5;3;2;4;1;1;;4;;;;;;2;;;3;;;;;;2;;3;7;;;;;4;6;;;40;42;7;2;;;;;1;;;;11;3;1;1;29;6;;;2;3;;;;;;;2;;;;12;;;1;;;26;;;;46;33;;;POLUIDO
gBqsPxAZ;Fonte da Telha;PT;North-east Atlantic Ocean;450;Rural;Sandy;20161001;Cleanup;;-9.189.903.472.517.630;3.855.838.158.870.520;-9.188.484.688.629.270;3.855.448.598.442.440;;;;93;;26;14;;17;;;;;;;;;;108;;;;;;524;;;56;;;;;56;;;;;;;;;;;;147;;29;;;;;;;;;;;;;;;;;;21;200;;;;118;;;;;;;;;;;;190;;;;;;;;23;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LIMPO
gBqsPxAZ;Nova Praia Costa de Caparica;PT;North-east Atlantic Ocean;514;Urban;Sandy;20161009;Cleanup;;-9.231.261.846.214.730;38.633.820.030.712.500;-9.228.125.081.956.200;3.862.992.356.997.620;;;11;229;;16;4;;22;;;;;;;;;;31;;;;;;279;;;16;;;;;62;;;;;;;;14;;;;125;;9;;;;;;;;;;;;;;;;;;2;229;;;;11;;;;;;;;;;;;137;;;;;;;;1;;;;;;;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;;;;LIMPO
gBqsPxAZ;Praia da Légua 100 metros sul;PT;North-east Atlantic Ocean;102;Rural;Sandy;20160917;Cleanup;;-9.069.826.791.383.480;39.653.708.420.436.400;-9.070.055.037.127.500;3.965.281.043.892.200;;;;50;;6;2;;4;;;;;;;;;;19;;5;5;;;374;1;;12;;;1;;5;;1;;;1;;;;;;;39;;;;1;;;;;;;;;;;;;1;1;;;;;44;1;120;1;;;;;;;;1;;;19;5;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;1;1;;3;;;;1;1;;;;;1;;3;3;;;;;;;;;;;;;;;1;1;2;;;;;;;;;;;;POLUIDO
Portuguese Association for Marine Litter - APLM;Praia do Torrão;PT;North-east Atlantic Ocean;746;Urban;Sandy;20161109;Monitoring;;-9.241.212.582.533.300;3.867.485.621.391.950;-9.244.946.207.229.550;3.866.882.565.956.760;;;46;11;;186;173;;71;8;4;4;;;1;2;;;44;;18;11;;15;235;10;1;44;41;3;66;1;36;;12;;4;;;;;;;12;43;;9;1;2;;;9;2;13;;;1;;;;;1;22;;145;94;390;180;38;158;60;;4;;;;2;;1;68;;63;;3;4;9;30;7;9;21;3;;1;;1;1;1;;;;6;2;;;;5;;2;3;;;;27;5;13;7;;58;18;34;;12;;;;1;;;2;;7;23;5;27;3;;;3;;;;;;;;;;;;;;242;2;;;1;;;;10;;1;;POLUIDO
Mare Nostrum;Constanta;RO;Black Sea;105;Urban;Sandy;20160412;Cleanup;RO000005;28.655.380.000.109.900;44.194.119.999.860.100;2.865.575.000.000.580;4.419.320.999.971.790;;;;24;;1;;1;;;;;;;;;;;20;2;;4;1;1;58;1;2;;;;2;;12;;;;;;;;;;;;4;;;;;;;;;;;;;1;;;;;;;3;;;24;;4;;;;;;;1;;;;;23;;;;;1;;;2;;;;;;;1;;;4;1;;;;;1;;;2;;;;;;1;;1;;2;;;4;;;;1;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;POLUIDO
Mare Nostrum;Constanta;RO;Black Sea;105;Urban;Sandy;20161011;Cleanup;RO000005;28.655.380.000.109.900;44.194.119.999.860.100;2.865.575.000.000.580;4.419.320.999.971.790;;;;23;1;3;2;;1;2;1;;;;;;;;38;14;7;5;10;1;6602;;3;71;13;3;3;5;263;;1;;;;;;;;;;12;;;;1;;;;;;;;;5;;;;;;;3;1;;10;;;;;;;2;;;;;;;4;;;;;;;;;3;;;;;;;;;3;2;;;;;;;;26;;16;;;9;39;2;;;94;2;;6;;;;29;;1;36;2;;4;;8;83;;;;;;;;;;;7;;;;1;;2;;;;3;;;;;;3;;POLUIDO
Mare Nostrum;Corbu;RO;Black Sea;104;Rural;Sandy;20160413;Cleanup;RO000008;287.047.400.004.194;4.436.764.000.026.460;28.704.280.000.111.800;4.436.671.999.991.730;;;;36;1;9;20;1;;;;2;;;;;;;17;;4;1;;1;1;;;;;1;6;1;2;165;;;;;;;;;;;9;;;;1;;;;;1;;;;;;;;;;;4;;;38;;19;;;;;;;;;;;;2;;;;;;;;29;;;;;;;;;;;;;;;;1;;;4;;4;;2;2;1;;;;8;3;;3;;;;1;;;;;;2;1;;2;;;;;;;;;;;1;;;;9;;23;;;;;;;;;;1;;POLUIDO
Mare Nostrum;Corbu;RO;Black Sea;104;Rural;Sandy;20161012;Cleanup;RO000008;287.047.400.004.194;4.436.764.000.026.460;28.704.280.000.111.800;4.436.671.999.991.730;;;2;31;1;;2;;4;1;1;;;;;;;;33;3;9;9;9;5;870;1;1;44;13;2;2;3;10;1;;;;;;;;;;2;10;;;;1;;;;;;;;;2;;;;;;;7;;;19;;;;;;;;;;;;;1;2;;;;;;1;;;1;;;;1;;;;;2;7;;;;;3;;;8;;1;;;2;6;5;;;9;1;;3;;;;;;;;;;4;;1;20;;;;;;;;;;;1;;1;;2;;25;;;;3;;;;;;;1;POLUIDO
Mare Nostrum;Costine?ti;RO;Black Sea;103;Rural;Sandy;20160411;Monitoring;RO000003;28.640.460.000.133.600;43.954.879.999.913.400;28.640.060.000.100.500;439.539.999.997.667;;;;5;;2;2;;;;;;;;;;;;4;2;1;;1;1;5;1;1;;;;1;1;1;;;;;;;;;;;;1;;1;;;;;;;;;;;1;;;;;;;5;;;3;;12;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;1;1;;1;;8;;;1;;;;;4;;;1;;;;;;;1;;;2;;;1;;;;;;;;;;;;;;;;;37;;1;;1;;;;;;;;POLUIDO
